Home Address,City,State,Zip,Volunteered in the past,2019 Gift,2018 Gift,2017 Gift,2016 Gift,2015 Gift,2014 Gift,2013 Gift,2012 Gift,2011 Gift,CompTotal
6244 Betton  Avenue,San Diego,Idaho,95624,True,0,0,0,0,0,0,0,0,0,0
2877 Becher  Avenue,Zurich,Wyoming,90313,False,0,0,0,0,0,0,0,0,0,0
415 Coley  Walk,Berna,New Hampshire,26284,False,0,0,0,0,0,0,0,0,0,0
3594 Ellerman   Tunnel,London,West Virginia,87547,True,0,0,0,0,0,0,0,0,0,0
6000 Hickory   Street,St. Louis,Idaho,77977,False,0,0,0,0,0,0,0,0,0,0
7405 Durweston   Walk,Garland,Rhode Island,96142,False,0,0,0,0,0,0,0,0,0,0
6526 Aylward   Tunnel,Stockton,South Dakota,26180,False,0,0,0,0,0,0,0,0,0,0
2716 Balfe   Walk,Ontario,Delaware,90945,True,0,0,0,0,0,0,0,0,0,0
7739 Parkfields Tunnel,Long Beach,Georgia,96937,True,0,0,0,0,0,0,0,0,0,0
3601 King Edward  Rue,Henderson,South Carolina,30972,False,0,0,0,0,0,0,0,0,0,0
8718 Caroline  Road,Dallas,California,52414,True,0,0,0,0,0,0,0,0,0,0
9449 Thomas More   Grove,Escondido,Louisiana,55375,False,0,0,0,0,0,0,0,0,0,0
6703 Blackpool  Walk,Santa Ana,Indiana,76265,True,0,0,0,0,0,0,0,0,0,0
6494 Monroe Street,San Francisco,Tennessee,88411,False,0,0,0,0,0,0,0,0,0,0
8686 Cheltenham  Street,Rochester,Indiana,63627,False,0,0,0,0,0,0,0,0,0,0
4279 Cavell   Route,Portland,Michigan,28161,False,0,0,0,0,0,0,0,0,0,0
667 Durham Alley,Pittsburgh,Oregon,94061,False,0,0,0,0,0,0,0,0,0,0
4051 Chestnut Rise Tunnel,Amarillo,Oregon,74720,False,0,0,0,0,0,0,0,0,0,0
3293 Rosewood Boulevard,Denver,Virginia,99896,True,0,0,0,0,0,0,0,0,0,0
2697 Battersea   Way,Atlanta,Utah,22939,False,0,0,0,0,0,0,0,0,0,0
767 Camley   Boulevard,New Orleans,Texas,84216,False,0,0,0,0,0,0,0,0,0,0
9707 Bazely   Lane,Phoenix,Connecticut,70381,False,0,0,0,0,0,0,0,0,0,0
5874 Aylward   Alley,Springfield,Arkansas,67789,True,0,0,0,0,0,0,0,0,0,0
8906 Linda Lane Drive,Sacramento,Louisiana,81181,False,0,0,0,0,0,0,0,0,0,0
9865 Canon Alley,Los Angeles,Louisiana,39620,False,0,0,0,0,0,0,0,0,0,0
1279 Callcott   Avenue,Valetta,Virginia,33210,False,0,0,0,0,0,0,0,0,0,0
84 Jackson Grove,Orlando,Rhode Island,45475,False,0,0,0,0,0,0,0,0,0,0
8981 Bel   Tunnel,Tallahassee,Rhode Island,90020,True,0,0,0,0,0,0,0,0,0,0
5977 Empress  Walk,Lincoln,Arkansas,26743,False,0,0,0,0,0,0,0,0,0,0
9178 York Boulevard,Orlando,Oregon,51939,True,0,0,0,0,0,0,0,0,0,0
6736 Udall   Way,Lisbon,Oregon,68770,False,96536,35991,0,0,0,0,0,0,0,0
6932 Bethwin  Road,Honolulu,Alaska,74240,False,55682,9109,0,0,0,0,0,0,0,0
6620 Enford   Boulevard,Columbus,Utah,29863,False,0,0,0,0,0,0,0,0,0,0
8615 Clerkenwell Drive,Fort Lauderdale,Connecticut,74586,False,0,0,0,0,0,0,0,0,0,0
7371 Bury  Crossroad,New York,Oregon,58789,False,0,0,0,0,0,0,0,0,0,0
8765 South Lane,Omaha,New York,79560,True,0,0,0,0,0,0,0,0,0,0
7622 Coborn  Rue,Garland,Florida,44899,True,0,0,0,0,0,0,0,0,0,0
4323 Bliss  Grove,Fremont,Iowa,20364,True,0,0,0,0,0,0,0,0,0,0
2516 Monroe Walk,Minneapolis,Connecticut,47742,False,0,0,0,0,0,0,0,0,0,0
5936 Bendall   Route,Tallahassee,Florida,15851,True,0,0,0,0,0,0,0,0,0,0
5130 Yoakley Rue,Garland,Colorado,45838,True,0,0,0,0,0,0,0,0,0,0
915 Calvin   Hill,St. Louis,Massachussets,94042,True,0,0,0,0,0,0,0,0,0,0
5996 Cheney  Boulevard,San Francisco,South Dakota,95808,True,0,0,0,0,0,0,0,0,0,0
8714 Beaconsfield  Alley,Escondido,Connecticut,88649,True,0,0,0,0,0,0,0,0,0,0
7526 Carolina  Vale,Jacksonville,Alabama,19625,True,0,0,0,0,0,0,0,0,0,0
922 Calderwood   Avenue,Berna,Arizona,29163,False,0,0,0,0,0,0,0,0,0,0
8362 West Walk,Prague,Colorado,45635,False,0,0,65467,74071,0,0,0,0,0,0
8470 Cleaver Drive,El Paso,Montana,93641,True,0,0,6441,42169,0,0,0,0,0,0
8567 Jackson Grove,Lancaster,Massachussets,64943,False,0,0,0,0,0,0,0,0,0,0
1727 Antrobus   Tunnel,Hayward,Arizona,70750,False,0,0,0,0,0,0,0,0,0,0
6810 Angrave    Rue,Santa Ana,Montana,65540,True,0,0,0,0,0,0,0,0,0,0
6648 Commercial  Rue,Berlin,Kentucky,84942,False,0,0,0,0,0,0,0,0,0,0
7949 Linden Tunnel,Rochester,Illinois,77282,True,0,0,0,0,0,0,0,0,0,0
9027 Oxford Walk,Escondido,California,20106,True,0,0,0,0,0,0,0,0,0,0
8292 Sherwood  Road,Kansas City,Nebraska,28377,True,0,0,0,0,0,0,0,0,0,0
6649 Erindale Rue,Valetta,Wyoming,77158,True,0,0,0,0,0,0,0,0,0,0
9789 Boldero   Walk,Phoenix,Indiana,25823,False,0,0,0,0,0,0,0,0,0,0
3465 Abbey   Alley,Cincinnati,Washington,23896,True,85952,95480,0,0,0,0,0,0,0,0
1919 Canon Way,Kansas City,Texas,82682,False,37786,67588,0,0,0,0,0,0,0,0
1021 Cliffords  Walk,Springfield,Arkansas,11129,False,34217,76703,0,0,0,0,0,0,0,0
9153 Carpenter Vale,Columbus,Montana,15406,False,8495,89913,17490,95856,0,0,0,0,0,0
7775 Caroline  Alley,Nashville,Hawaii,49017,True,34368,81385,69117,65336,0,0,0,0,0,0
3067 Baylis  Route,Glendale,Idaho,70685,False,88539,21520,81297,0,0,0,0,0,0,0
7349 King William  Pass,Oakland,Ohio,72730,False,40624,18869,53257,0,0,0,0,0,0,0
9630 Collingwood  Drive,Bakersfield,North Dakota,26246,False,15751,97891,29834,0,0,0,0,0,0,0
9997 Buttonwood Tunnel,Arlington,Florida,91921,True,13012,79384,71253,0,0,0,0,0,0,0
3703 Abourne   Road,Milwaukee,Utah,36065,True,88535,43117,61231,0,0,0,0,0,0,0
4595 Coal Wharf  Vale,Columbus,Arizona,78768,True,17253,36638,36374,0,0,0,0,0,0,0
7832 Queen Caroline   Tunnel,Otawa,California,72909,False,86596,13132,35954,0,0,0,0,0,0,0
9727 Fairbairn  Alley,Jacksonville,Georgia,43457,False,35831,10171,97254,0,0,0,0,0,0,0
8176 Erindale Boulevard,Venice,Michigan,56482,False,20063,60270,34022,0,0,0,0,0,0,0
3211 Queen Crossroad,Oakland,Wisconsin,44712,False,4243,11810,78782,0,0,0,0,0,0,0
4517 Linden Crossroad,Detroit,California,47810,False,76150,93524,28209,0,0,0,0,0,0,0
1644 Queensberry  Pass,Rome,Massachussets,75362,False,87010,14292,45832,0,0,0,0,0,0,0
952 Unwin  Rue,Boston,Oklahoma,32551,True,98741,62408,67350,0,0,0,0,0,0,0
4011 Dunstans  Rue,Madison,Kentucky,82021,False,57455,54360,98018,0,0,0,0,0,0,0
9330 Clerkenwell Rue,Los Angeles,Virginia,96927,False,73984,4578,1022,0,0,0,0,0,0,0
8823 Bective  Lane,Chicago,Ohio,92095,False,12933,130,55196,0,0,0,0,0,0,0
311 Longleigh   Avenue,Valetta,Illinois,14134,True,98235,63922,84344,0,0,0,0,0,0,0
9070 Magnolia Pass,Rome,Utah,71440,True,58435,21599,72845,0,43464,91871,98652,16559,75885,0
8903 Sherlock   Vale,Lyon,Maine,70310,False,83685,25936,9705,0,99415,76032,15684,87288,9084,0
3958 Fairbairn  Rue,Lincoln,Vermont,76949,True,55802,63588,4430,0,0,0,0,0,0,0
9220 Lexington Drive,Tokyo,West Virginia,32634,False,94234,61595,65688,0,0,0,0,0,0,0
7628 Chantry   Way,Norfolk,New Mexico,54542,True,66730,96436,81463,0,0,0,0,0,0,0
3003 Ensign   Route,Salt Lake City,Tennessee,56673,False,1728,35506,79035,0,0,0,0,0,0,0
1876 Berriman  Hill,Pittsburgh,South Dakota,45189,True,746,11292,18150,0,0,0,0,0,0,0
9162 Victoria  Grove,Memphis,Ohio,42265,True,38579,81871,90901,0,0,0,0,0,0,0
8805 Westcott  Vale,Lisbon,Virginia,96178,False,29091,64429,8958,0,0,0,0,0,0,0
5688 Fieldstone Route,Irving,North Dakota,54885,False,34678,17152,45286,0,0,0,0,0,0,0
3255 Angrave    Crossroad,Memphis,Florida,17056,False,71544,64441,2491,0,0,0,0,0,0,0
7604 Andrews  Pass,Boston,Wisconsin,98644,False,27835,13654,53694,0,0,0,0,0,0,0
6732 Coalecroft  Road,Oakland,New Mexico,89019,False,7819,18585,82992,0,0,0,0,0,0,0
3013 Ampton  Rue,Milwaukee,Oklahoma,84112,True,8578,28572,40505,0,0,0,0,0,0,0
6015 Union  Street,Reno,Arizona,59380,False,65480,13043,40911,0,83464,42077,32015,49960,60798,0
2231 Elgood   Grove,Zurich,New Mexico,24945,False,25383,79601,26745,0,21426,23526,83992,49099,41749,0
3008 Linden Street,Scottsdale,Alaska,71182,False,57498,83267,22044,0,0,50200,0,0,3700,0
2012 Rosewood Street,Innsbruck,Oregon,62410,False,40766,84148,50229,0,0,95443,0,0,13224,0
7651 Chelsea Manor  Crossroad,Bucharest,Iowa,74470,True,70872,14526,9573,0,0,35786,0,0,35669,0
5473 Lincoln Street,Richmond,Wyoming,97339,False,29572,37989,91262,0,0,95071,0,0,70674,0
9826 Dutton   Lane,Stockton,Massachussets,52339,False,42443,39656,29766,0,0,25195,0,0,16942,0
125 King Edward  Route,New York,Minnesota,39408,False,23416,98503,5434,0,0,95277,0,0,56253,0
5711 Marina  Avenue,Jersey City,North Dakota,15126,False,68526,51948,62544,0,0,83251,0,0,73884,0
9545 Becklow  Walk,Jacksonville,Kentucky,15914,False,35586,65393,4516,0,0,74105,0,0,24192,0
4346 Chatfield  Alley,San Francisco,North Carolina,11431,True,51316,2111,56720,0,0,97477,0,0,88010,0
1501 Dutton   Tunnel,Phoenix,Nevada,88566,False,80572,70082,86721,0,0,86179,0,0,33449,0
2843 Jackson Tunnel,Salt Lake City,Indiana,59175,True,4274,58224,43568,0,0,64205,0,0,73359,0
9243 Arctic   Hill,Colorado Springs,Mississippi,51096,False,87620,12645,5682,0,0,39841,0,0,88245,0
3528 Sheffield Alley,Salem,Illinois,77416,True,26396,91367,13395,0,0,55254,0,0,75139,0
2265 Jackson Street,Milwaukee,Texas,78646,False,24120,76867,86302,0,0,32937,0,0,64834,0
6278 Canon Avenue,Murfreesboro,New York,95386,True,33511,4620,1019,0,0,9767,0,0,14730,0
823 Fairview Boulevard,Tokyo,North Dakota,29204,True,12247,5822,26487,0,0,50349,0,0,95312,0
5909 King Edward  Road,Quebec,Michigan,79478,True,93739,26003,10092,0,0,45670,0,0,67781,0
6886 Norland  Hill,Amarillo,Kansas,61588,False,1170,77727,11108,0,0,31883,0,0,30990,0
9401 Linden Vale,Oklahoma City,Tennessee,55514,False,8455,51865,46063,0,0,17781,0,0,34738,0
5328 Magnolia Crossroad,San Antonio,Illinois,38194,True,61360,32195,27997,0,0,43224,0,0,64820,0
9765 Railroad Pass,Kansas City,North Dakota,40140,True,75625,30436,72028,0,0,29805,0,0,93043,0
5340 Clavell   Route,Tulsa,Georgia,92739,True,22483,32619,94313,0,0,41881,0,0,17885,0
6963 Lake Grove,Bakersfield,Kentucky,67444,False,7281,36864,37802,0,0,97064,0,0,6090,0
8856 Victoria  Alley,Bakersfield,Texas,71570,True,70833,46539,19296,0,0,17955,0,0,33518,0
5499 Arbutus   Rue,Worcester,New Jersey,65789,False,31390,73823,11201,0,0,16324,0,0,78790,0
5315 Balfe   Rue,Honolulu,Tennessee,33027,False,84243,14918,20557,0,0,2162,0,0,50954,0
3320 Heritage Walk,Madrid,Texas,64521,True,51915,7838,55648,0,0,26827,0,0,90357,0
4275 Sheffield Drive,Arlington,Hawaii,52978,True,17500,60894,2823,0,0,37921,0,0,9034,0
662 Blackall   Crossroad,London,Hawaii,11787,False,14027,32726,33227,0,0,81112,0,0,21481,0
5157 Clere  Tunnel,Fayetteville,South Carolina,60863,False,74970,19184,51995,0,0,98139,0,0,68467,0
6215 Boadicea   Way,Innsbruck,Virginia,48149,True,5814,94454,59587,0,0,86984,0,0,84309,0
5617 Yoakley Crossroad,Salem,Nevada,71750,False,73793,95042,80283,0,0,57282,0,0,27760,0
9313 Cleaver Vale,Bakersfield,South Carolina,22090,False,29181,44186,81638,0,0,27731,0,0,36830,0
9398 South Road,Stockton,Idaho,76581,True,93777,5003,20414,0,0,78448,0,0,5111,0
3262 Ampton  Tunnel,Prague,Massachussets,80718,False,66615,48686,69736,0,0,94174,0,0,25801,0
4333 Calderwood   Road,Quebec,Oregon,40550,False,53990,86966,64134,0,0,90290,0,0,62662,0
7507 Zealand Drive,Glendale,Missouri,95605,False,42765,39322,36546,0,0,19059,0,0,93244,0
